rep,pitype,biastype,method,mutationtype,mutationrate
5,unequalpi,nobias,FUBAR2,AT,0.3620992224528757
5,unequalpi,nobias,FUBAR2,CT,1.342557224732037
6,unequalpi,bias,FUBAR1,AC,0.4917326275422552
6,unequalpi,bias,FUBAR1,GT,0.2465642103146543
6,unequalpi,bias,FUBAR1,CG,0.2488470063182409
6,unequalpi,bias,FUBAR1,AT,0.3495994361977863
6,unequalpi,bias,FUBAR1,CT,1.270894651383855
6,unequalpi,bias,FUBAR2,AC,0.4917292706112676
6,unequalpi,bias,FUBAR2,GT,0.2465878662814191
6,unequalpi,bias,FUBAR2,CG,0.2488058906774368
6,unequalpi,bias,FUBAR2,AT,0.3495981530081634
6,unequalpi,bias,FUBAR2,CT,1.27092851941834
6,unequalpi,nobias,FUBAR1,AC,0.4153135103450946
6,unequalpi,nobias,FUBAR1,GT,0.1793963828765995
6,unequalpi,nobias,FUBAR1,CG,0.2033330001090488
6,unequalpi,nobias,FUBAR1,AT,0.2049789289764582
6,unequalpi,nobias,FUBAR1,CT,0.9898532795653874
6,unequalpi,nobias,FUBAR2,AC,0.4153107873266138
6,unequalpi,nobias,FUBAR2,GT,0.1793976699194246
6,unequalpi,nobias,FUBAR2,CG,0.203324615729832
6,unequalpi,nobias,FUBAR2,AT,0.2049813484917125
6,unequalpi,nobias,FUBAR2,CT,0.9898648643636568
7,unequalpi,bias,FUBAR1,AC,0.4108636538053094
7,unequalpi,bias,FUBAR1,GT,0.2022679789539009
7,unequalpi,bias,FUBAR1,CG,0.2534739179356401
7,unequalpi,bias,FUBAR1,AT,0.2512439870145815
7,unequalpi,bias,FUBAR1,CT,0.9560436862340684
7,unequalpi,bias,FUBAR2,AC,0.4108911652348376
7,unequalpi,bias,FUBAR2,GT,0.2022960872397919
7,unequalpi,bias,FUBAR2,CG,0.2535104833092644
7,unequalpi,bias,FUBAR2,AT,0.251243954178283
7,unequalpi,bias,FUBAR2,CT,0.9561963162575701
7,unequalpi,nobias,FUBAR1,AC,0.3926303559650697
7,unequalpi,nobias,FUBAR1,GT,0.1728994490915771
7,unequalpi,nobias,FUBAR1,CG,0.1855131978156146
7,unequalpi,nobias,FUBAR1,AT,0.2485726529352328
7,unequalpi,nobias,FUBAR1,CT,1.056737415323286
7,unequalpi,nobias,FUBAR2,AC,0.3926275184575291
7,unequalpi,nobias,FUBAR2,GT,0.1729163907484022
7,unequalpi,nobias,FUBAR2,CG,0.1855275408907221
7,unequalpi,nobias,FUBAR2,AT,0.248573838280555
7,unequalpi,nobias,FUBAR2,CT,1.05672855101855
8,unequalpi,bias,FUBAR1,AC,0.3748487090500243
8,unequalpi,bias,FUBAR1,GT,0.1826735068532976
8,unequalpi,bias,FUBAR1,CG,0.145887343130784
8,unequalpi,bias,FUBAR1,AT,0.3243488076683134
8,unequalpi,bias,FUBAR1,CT,0.9599553463703949
8,unequalpi,bias,FUBAR2,AC,0.374838331564901
8,unequalpi,bias,FUBAR2,GT,0.1826695139297252
8,unequalpi,bias,FUBAR2,CG,0.1458827899728292
8,unequalpi,bias,FUBAR2,AT,0.3243400694932994
8,unequalpi,bias,FUBAR2,CT,0.9598513259511945
8,unequalpi,nobias,FUBAR1,AC,0.3826059118571232
8,unequalpi,nobias,FUBAR1,GT,0.2182013968652125
8,unequalpi,nobias,FUBAR1,CG,0.2107761829827769
8,unequalpi,nobias,FUBAR1,AT,0.3434633015209396
8,unequalpi,nobias,FUBAR1,CT,1.217210077439024
8,unequalpi,nobias,FUBAR2,AC,0.3825892384889737
8,unequalpi,nobias,FUBAR2,GT,0.2181926809351512
8,unequalpi,nobias,FUBAR2,CG,0.2107616141696212
8,unequalpi,nobias,FUBAR2,AT,0.3434487749212844
8,unequalpi,nobias,FUBAR2,CT,1.217209393854737
9,unequalpi,bias,FUBAR1,AC,0.5374121449882718
9,unequalpi,bias,FUBAR1,GT,0.2587044454028525
9,unequalpi,bias,FUBAR1,CG,0.2200546063322384
9,unequalpi,bias,FUBAR1,AT,0.3209255935291423
9,unequalpi,bias,FUBAR1,CT,1.511904351917189
9,unequalpi,bias,FUBAR2,AC,0.5374887572525423
9,unequalpi,bias,FUBAR2,GT,0.2586803743772891
9,unequalpi,bias,FUBAR2,CG,0.2199805215597227
9,unequalpi,bias,FUBAR2,AT,0.3209203461440426
9,unequalpi,bias,FUBAR2,CT,1.511872406311861
9,unequalpi,nobias,FUBAR1,AC,0.5193267554603503
9,unequalpi,nobias,FUBAR1,GT,0.1955553748793121
9,unequalpi,nobias,FUBAR1,CG,0.2144457567370183
9,unequalpi,nobias,FUBAR1,AT,0.3571200656612701
9,unequalpi,nobias,FUBAR1,CT,1.085010771578866
9,unequalpi,nobias,FUBAR2,AC,0.519354714934614
9,unequalpi,nobias,FUBAR2,GT,0.195563884622821
9,unequalpi,nobias,FUBAR2,CG,0.2144263731625122
9,unequalpi,nobias,FUBAR2,AT,0.3571356443870199
9,unequalpi,nobias,FUBAR2,CT,1.085694196861098
